0,1,2,3,4,5,6,7,id
0.94542015,0.8821592,0.77113205,0.325789,0.21252182,0.19087784,0.45228237,0.6021329,AH17E179
0.94443166,0.89066017,0.7770803,0.33512017,0.21351303,0.18642761,0.44606954,0.60539937,AH19D082
0.9766721,0.91249263,0.7949101,0.34185562,0.22229756,0.19472434,0.46000293,0.62080187,AH21D054
0.94851536,0.8848957,0.7722093,0.32713538,0.21317968,0.19017869,0.4531233,0.604234,AH17D053
0.94849366,0.8864209,0.7739481,0.33047438,0.21280582,0.19165677,0.4516501,0.605774,AH17B014
0.9447032,0.8826585,0.7707765,0.32648236,0.21218616,0.18930994,0.45038807,0.6020391,AH17E086
0.9568887,0.89274335,0.77821785,0.33469343,0.21608713,0.18987793,0.45299166,0.6111712,AH16L005
0.9372551,0.87709385,0.76826066,0.32311353,0.20978539,0.18966106,0.44957528,0.59744686,AH17C002
0.9599483,0.89675254,0.7827737,0.33595425,0.2159503,0.19036038,0.4538603,0.6134828,AH17B067
0.95383126,0.8870739,0.7729059,0.32376894,0.21509795,0.1951016,0.45789823,0.60297936,AH17D115
0.93799096,0.88019687,0.7672987,0.32803676,0.21176891,0.18701825,0.4459075,0.5997149,ALF22B006
0.93158686,0.87004775,0.7584585,0.32139117,0.20920037,0.18699095,0.44656482,0.5962764,CPO184
0.9481476,0.8847515,0.7725005,0.32889766,0.21269326,0.19182473,0.45246622,0.6052787,AH17B049
0.96950716,0.9079657,0.7921164,0.34576738,0.22023256,0.18911196,0.4537705,0.62129843,AH17E180
0.9439398,0.8823729,0.76883113,0.32969448,0.21326412,0.18687744,0.4483442,0.6045645,AH17D109
0.9239843,0.8629083,0.7533491,0.31664518,0.20618026,0.18696652,0.4458915,0.5930245,AH20G063
0.9616701,0.90009964,0.78535455,0.34002826,0.21847449,0.1864581,0.45417207,0.6164586,AH17D105
0.9383068,0.8776049,0.7660395,0.32680878,0.21142595,0.18624401,0.44722012,0.6008233,AH21L010
0.95195806,0.8900519,0.77586365,0.33352512,0.21539932,0.18744099,0.45088226,0.60907274,AH21J071
0.9263522,0.8650609,0.75484765,0.31754288,0.20735545,0.18768914,0.44629946,0.59288657,AH17A023
0.96301615,0.89751095,0.7827121,0.33610657,0.21690331,0.19178128,0.45543674,0.61329365,AH17D099
0.9427933,0.8807157,0.7688168,0.3270319,0.21263227,0.18787113,0.44991547,0.6023286,AH17J024
0.9814623,0.9163267,0.79832816,0.34707385,0.22323105,0.19343121,0.45936581,0.62502277,AH16L012
0.97719014,0.9124347,0.7949163,0.34334743,0.2221041,0.19458705,0.45925254,0.6214928,AH17E031
0.9488864,0.88809896,0.77566665,0.33230376,0.21415628,0.18990318,0.4509469,0.6068165,AH17A044
0.9466206,0.8832548,0.7707734,0.3272911,0.21326172,0.1889804,0.45104003,0.60282844,AH18K056
0.95880705,0.8964428,0.78109145,0.33770898,0.21728861,0.18644968,0.45351803,0.61475015,AH17B048
0.95952564,0.9006266,0.7874334,0.34081066,0.21726656,0.18930434,0.45207474,0.61747825,AH19I020
0.9556347,0.8915635,0.7782828,0.3303866,0.21502057,0.19138628,0.45475787,0.6079095,AH17D119
0.9275371,0.8623571,0.75219524,0.30905294,0.20852157,0.19424474,0.45110354,0.58547586,AH17H020
0.9828432,0.9189451,0.7997628,0.35083735,0.22479966,0.189246,0.45858845,0.6290252,AH17B066
0.9535133,0.88964444,0.77609825,0.3298747,0.21452278,0.18995348,0.4538084,0.60755277,CPO514
0.9383977,0.8757995,0.7648452,0.32307932,0.21094121,0.18886262,0.45002735,0.5981693,CPO187
0.9301624,0.8663976,0.7571196,0.3146896,0.20781948,0.19129199,0.4500277,0.5913974,AH17E062
0.95745045,0.8934914,0.7788734,0.33375835,0.21579868,0.18878204,0.4548176,0.6113875,AH17D046
0.93621784,0.8773661,0.7655153,0.32494536,0.21075393,0.18793005,0.44675067,0.5975124,AH17A031
0.9376322,0.87543875,0.764597,0.3224965,0.210795,0.18908401,0.4500608,0.5982466,CPO131
0.9283472,0.86496514,0.75377494,0.31734067,0.20843558,0.18860707,0.44718698,0.59315526,AH17C070
0.93588895,0.8751733,0.7665844,0.32415065,0.20765945,0.18965429,0.4487163,0.60135317,AH17B073
0.95260876,0.88964844,0.77619416,0.33369705,0.21434304,0.18961391,0.4510684,0.60992813,AH17A073
0.94403756,0.88553786,0.77376825,0.32988206,0.21221584,0.18846503,0.44800836,0.60293734,AH17E173
0.9581771,0.89553696,0.7833371,0.33501163,0.215988,0.19361115,0.454481,0.61106455,AH17E003
0.9802519,0.91542584,0.79984885,0.34506035,0.22309814,0.1957569,0.4609917,0.6219783,AH17E042
0.95852095,0.8939859,0.78044885,0.32577664,0.21289983,0.19620061,0.4614395,0.61086553,AH17F002
0.93768847,0.8754764,0.7657306,0.32351747,0.21004917,0.19115548,0.4495579,0.5981589,AH16L022
0.9526965,0.8924171,0.7788177,0.3353945,0.21516265,0.18760967,0.4512139,0.61125493,CPO154
0.93357414,0.8767547,0.76601905,0.324478,0.2090025,0.1905554,0.44512862,0.5949953,CPO170
0.9351194,0.8702457,0.75951767,0.31464556,0.20945132,0.19350563,0.45319718,0.5926578,CPO180
0.95338684,0.88988084,0.7766111,0.33104047,0.21432738,0.18979554,0.453497,0.6081609,CPO430
0.94331175,0.88023436,0.7684216,0.32498008,0.21171221,0.18978599,0.45120886,0.6013704,AH17A052
0.93119144,0.8699672,0.7586511,0.3209797,0.21000157,0.1861643,0.44657016,0.5957474,CPO147
0.9404707,0.87841207,0.76611257,0.3267331,0.21288337,0.1863444,0.44814277,0.60105133,AH21H065
0.94238216,0.8798309,0.7676868,0.32568422,0.2120768,0.18852928,0.44957182,0.60065144,AH19E006
0.9459363,0.88385594,0.77263093,0.32698452,0.21262887,0.19127429,0.45204237,0.6024905,AH17C042
0.9477183,0.8868939,0.77368677,0.33018497,0.21335435,0.18866952,0.44996047,0.604478,AH19F064
0.9605544,0.897512,0.7828374,0.33480543,0.2162826,0.19257894,0.45414677,0.61035234,AH17C018
0.9367882,0.875675,0.7654005,0.3239146,0.21096556,0.1886181,0.4479661,0.5973868,AH21J023
0.9470475,0.8839673,0.7711445,0.32757857,0.21330248,0.1892549,0.45170414,0.6039722,CPO174
0.94332546,0.88639325,0.7745237,0.32956243,0.21187508,0.19165507,0.4480672,0.6010536,AH19B066
0.9437645,0.8822795,0.7693712,0.32925045,0.21329421,0.1865216,0.44865575,0.60364056,AH17J048
0.98266864,0.91913205,0.79985493,0.3520765,0.2246527,0.18781272,0.4573544,0.6292609,CPO510
0.9812594,0.91670024,0.7977415,0.3489374,0.22336489,0.18931462,0.45864853,0.62764466,AH17E037
0.97735566,0.9130987,0.79463315,0.3460245,0.22155969,0.18998264,0.45855558,0.6250784,AH20H036
0.9770588,0.91256905,0.7943112,0.34625036,0.22193304,0.18912488,0.45810845,0.62526876,CPO133
0.9922756,0.9273793,0.80734205,0.35470918,0.2270448,0.18981346,0.4603751,0.6328354,AH17C073
0.98188615,0.91766167,0.79862297,0.34951252,0.22368425,0.18866634,0.4583087,0.6277923,AH20G067
0.97837013,0.91397154,0.7957843,0.34626237,0.22197731,0.18930449,0.4589851,0.6254471,AH17A003
0.9947702,0.92854184,0.8081729,0.35488966,0.22739297,0.19054934,0.46233892,0.6347199,AH17A064
0.97980654,0.91677845,0.79780453,0.34971845,0.2235726,0.18831548,0.45737672,0.62797797,AH17B017
0.97641265,0.91278297,0.7944011,0.3470207,0.22230554,0.18771963,0.45772728,0.6256241,AH17A057
0.9856171,0.9230815,0.8034782,0.3540352,0.22497414,0.18878922,0.45808506,0.6310713,AH17A054
0.9774075,0.9155047,0.79805714,0.3498968,0.22322723,0.1901673,0.4552403,0.624829,AH17B069
0.9747092,0.9119212,0.7941393,0.34732142,0.22207075,0.18917643,0.45597187,0.6238298,AH20J004
0.9716792,0.9111867,0.7937008,0.3470167,0.22104427,0.18861036,0.4550092,0.62301004,AH21A078
0.9811647,0.9177195,0.79951215,0.347548,0.22192377,0.19192216,0.45910928,0.6249503,AH17E030
0.9824048,0.9184886,0.7996982,0.3511254,0.2241854,0.19007145,0.45744658,0.627938,AH19L014
0.98647094,0.92358947,0.8041552,0.35614666,0.2271496,0.18812862,0.45579746,0.6307043,AH21H001
0.9788277,0.9134932,0.7949818,0.34591177,0.22223054,0.18992229,0.45936367,0.6255757,AH17D048
0.9765012,0.9135887,0.79507804,0.34930766,0.2231685,0.18742904,0.45604262,0.6262096,AH17A027
0.97543335,0.9113716,0.7934934,0.3453717,0.22147825,0.18867472,0.45795944,0.6243604,AH21I068
0.98957944,0.92441595,0.80471617,0.35335168,0.22587459,0.18964575,0.45973098,0.63166887,AH21I017
0.9818587,0.9174777,0.7987546,0.34941012,0.2238525,0.18870525,0.45899978,0.6282149,AH17A025
0.98914784,0.9296603,0.8100217,0.35867143,0.22641507,0.1904005,0.4557551,0.6312618,AH17D098
1.0,0.93658864,0.8148957,0.3607094,0.2293072,0.18923114,0.46081054,0.6380598,AH17E041
0.9878273,0.9224179,0.8029321,0.35096878,0.2245616,0.1902605,0.4608318,0.63021415,AH17C072
0.97034234,0.9091188,0.7916564,0.34472904,0.22032261,0.1893282,0.45579556,0.62162125,AH17B076
0.9876192,0.9265026,0.80727917,0.3577469,0.226768,0.18895087,0.4555855,0.63129014,AH17A071
0.98594815,0.9300463,0.81015813,0.36144894,0.22797272,0.18784578,0.4520775,0.63144356,AH17B064
0.99964666,0.9344756,0.8127717,0.36063084,0.23044604,0.18944007,0.4600933,0.63799465,AH17J025
0.9891749,0.9252236,0.80556756,0.35489586,0.2256241,0.19088897,0.45874092,0.6317906,AH17C026
0.9780889,0.9146155,0.7966799,0.34649816,0.22143416,0.18994758,0.4588627,0.6254802,AH17A002
0.97284615,0.9094237,0.7917683,0.34261087,0.21942563,0.19047144,0.45762914,0.62162524,AH17C068
0.9931551,0.9277379,0.80754787,0.35493955,0.22696348,0.1913025,0.46052322,0.6328285,CPO111
0.9857067,0.9229551,0.8040825,0.3533738,0.22464502,0.18907624,0.4583626,0.63028157,AH17E014
0.97403663,0.9131192,0.7959111,0.34724385,0.22130364,0.189054,0.4560856,0.6234157,AH17F005
0.9870785,0.923734,0.8056107,0.35394904,0.22601604,0.1919494,0.45792028,0.62921935,AH17G069
0.9749248,0.91391224,0.79622287,0.34639695,0.2210653,0.18907285,0.4571882,0.6235007,AH17B007
0.99786675,0.9319785,0.81181353,0.35836396,0.2294719,0.19159262,0.46052545,0.63492256,CPO186
0.98910964,0.92232764,0.8032286,0.34849513,0.22447874,0.19292203,0.46270332,0.6286703,AH17G030
0.93135804,0.8703039,0.76154906,0.3182305,0.20830992,0.19053492,0.44934484,0.59476954,CPO412
0.9900103,0.92439216,0.80502856,0.34970424,0.22448508,0.19364405,0.46223316,0.62893176,AH17B037
0.97112453,0.90621,0.789246,0.33944386,0.21873124,0.19093263,0.45916563,0.61977166,AH19E033
0.9822605,0.9158561,0.79713315,0.3462378,0.22248752,0.19212835,0.46096745,0.62652385,AH21K014
0.9729654,0.9100146,0.7925393,0.34469917,0.22034824,0.18958095,0.4569257,0.6227489,CPO467
0.98697823,0.9215934,0.8024562,0.3499626,0.22430153,0.191802,0.46102425,0.6287748,AH17E046
0.98320657,0.91846704,0.800345,0.34830588,0.22315942,0.1901267,0.4601501,0.627196,AH17D001
0.9852486,0.92217237,0.8033246,0.3519987,0.2241837,0.19022126,0.45877805,0.62928814,AH17B071
0.9883833,0.92338413,0.80363977,0.35203007,0.22525153,0.18974458,0.46027428,0.6307351,AH20D042
0.97544956,0.9118369,0.7943055,0.3442185,0.22065441,0.19043745,0.45856667,0.6231416,AH21H046
0.97210693,0.907977,0.7914272,0.34103563,0.21974295,0.19038677,0.45881072,0.6204242,AH21D064
0.9781756,0.9133891,0.7957598,0.34388235,0.22160241,0.1911347,0.46012542,0.6235221,AH17A051
0.9656365,0.9018558,0.78645414,0.33772016,0.21759243,0.18985586,0.45735806,0.61649716,AH21D050
0.98667437,0.9247355,0.8052799,0.3569965,0.22684398,0.18718527,0.4566425,0.6323683,CPO469
0.9655142,0.90705687,0.7909566,0.34457213,0.21912447,0.18685964,0.4533197,0.61890924,AH17E004
0.94281584,0.8812853,0.770687,0.3256502,0.2121054,0.18989657,0.45153195,0.6015397,CPO085
0.9763853,0.91958004,0.8015155,0.35053447,0.22187692,0.18916756,0.45476297,0.62396556,AH17E027
0.9670432,0.9085016,0.7928572,0.34198323,0.21870284,0.19046298,0.45521894,0.6163393,AH16L013
0.9607058,0.9052963,0.79077226,0.34071338,0.21753536,0.1908288,0.452558,0.6123168,AH17D097
0.9644972,0.90886146,0.7940724,0.34350395,0.2166382,0.19079758,0.4524096,0.61711603,CPO570
0.9679465,0.91150415,0.79449475,0.34423167,0.21882518,0.19092241,0.45347932,0.61751574,AH17E178
0.9646508,0.9091779,0.7923396,0.34397888,0.21904215,0.18895355,0.4529083,0.6164569,AH19I023
0.98232394,0.9208338,0.8021843,0.35231185,0.22416832,0.187873,0.45726806,0.6286824,AH17E020
0.96758497,0.90740067,0.7909635,0.34535068,0.21992522,0.18649288,0.4541834,0.6210935,AH21E081
0.9881475,0.921802,0.8028012,0.34793416,0.22570257,0.1933765,0.4632564,0.62808305,AH18L006
0.9779189,0.91681445,0.7990075,0.34996724,0.2231303,0.18782611,0.4563808,0.62560505,AH17A066
0.97087055,0.9114599,0.794294,0.347626,0.22074845,0.18718387,0.4543493,0.6227411,CPO523
0.9430849,0.88663393,0.77282953,0.33373967,0.2137711,0.18554251,0.4456623,0.60447586,AH17A076
0.9427893,0.8860439,0.7736865,0.3293093,0.21211183,0.19033472,0.44842637,0.6009926,AH19H075
0.9299757,0.8705365,0.7601939,0.3209478,0.20899329,0.18743041,0.44595277,0.59420943,AH17B047
0.93504,0.8784197,0.76643544,0.3262995,0.21066171,0.18744233,0.4449275,0.59772485,AH20A016
0.9469678,0.8838245,0.7715061,0.32811943,0.21321902,0.18845342,0.4517643,0.6040445,CPO500
0.91910774,0.86045027,0.7520278,0.31525728,0.20546532,0.18849972,0.44303343,0.5867395,AH17B005
0.9504172,0.8879881,0.7745736,0.3305105,0.21434538,0.18871494,0.45186326,0.60635924,AH17E008
0.9434624,0.88391256,0.7716242,0.32756796,0.21178912,0.19042978,0.449171,0.6009328,AH17A075
0.9353307,0.8771135,0.76542467,0.32544532,0.21030374,0.18734436,0.44584522,0.59742314,AH17A069
