0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,id
0.22363001,0.7873751,0.5120689,0.4847669,0.90267384,0.8527965,0.80094564,0.6658405,0.9759551,0.78140503,0.1611074,0.77070594,0.77172625,0.133464,0.34948322,0.28900164,AH20F061
0.21821664,0.7678683,0.49952912,0.4726721,0.881251,0.82972986,0.77983385,0.647594,0.9522679,0.7613271,0.15790002,0.749055,0.7524412,0.12944901,0.34040117,0.28255054,CPO506
0.21997167,0.7681266,0.50123066,0.4723491,0.88355637,0.83179784,0.7814114,0.6474692,0.9562105,0.76050144,0.15817477,0.7508067,0.75580615,0.12942693,0.34358084,0.28559676,AH20I061
0.21949495,0.77377933,0.50285715,0.4755921,0.88717395,0.8367091,0.7864067,0.653188,0.9587358,0.7670608,0.15875307,0.7551492,0.7572902,0.13071541,0.34309644,0.28400648,AH20E072
0.21859422,0.7674723,0.49956036,0.47311386,0.8813761,0.830595,0.7795844,0.6491337,0.95314586,0.7608721,0.1583134,0.749838,0.75289357,0.12843493,0.34009534,0.2833103,CPO168
0.21966174,0.76851964,0.5005739,0.47296694,0.88314545,0.83211935,0.78257704,0.6474023,0.95641106,0.760543,0.15868892,0.75181806,0.7554709,0.12932776,0.34278667,0.2858947,AH17A074
0.22437017,0.78921205,0.51305854,0.48471698,0.90495867,0.85484225,0.80268127,0.6671639,0.97897065,0.7830072,0.16056742,0.7727025,0.773539,0.1346793,0.3513548,0.28971553,CPO486
0.22340909,0.78023034,0.50890124,0.47946718,0.89641076,0.8444316,0.7923203,0.6590598,0.96841973,0.773356,0.15932053,0.7628323,0.7660766,0.131583,0.34720677,0.28754443,AH17E168
0.22535299,0.793534,0.51657206,0.487737,0.90919966,0.8585988,0.80765194,0.6707606,0.9830903,0.78846043,0.16151835,0.77626127,0.77758807,0.1352778,0.35377452,0.29013884,AH20B011
0.21814999,0.76988584,0.499273,0.47419068,0.88307655,0.8323912,0.7822166,0.65064937,0.95386165,0.7632801,0.1576794,0.7516463,0.75358546,0.13096826,0.34055257,0.28287977,AH17A081
0.21864384,0.7705762,0.50069046,0.47518313,0.88484335,0.83429945,0.78353405,0.6514228,0.9561166,0.76419926,0.15861297,0.75350785,0.7549177,0.12977594,0.34058556,0.2838926,AH17E089
0.22083843,0.7739035,0.50409985,0.4761913,0.8888769,0.83809096,0.7883729,0.65293694,0.96255493,0.7670396,0.15883248,0.7575799,0.7603508,0.13165781,0.3457233,0.28636482,AH21C036
0.22159621,0.77643204,0.5064091,0.4767847,0.89206815,0.84033316,0.7897777,0.6555444,0.9647547,0.76996297,0.15902738,0.75907856,0.7626209,0.13168228,0.34692687,0.2862476,AH17B074
0.22074044,0.77691615,0.5055588,0.47980237,0.8921109,0.84173644,0.79036605,0.6581203,0.9644054,0.77108055,0.15952855,0.7611455,0.76218075,0.13088563,0.34393275,0.28583127,AH16L020
0.2188712,0.76892525,0.5010643,0.47110823,0.8858574,0.83235943,0.77964056,0.6490365,0.9565037,0.760629,0.15761921,0.7514269,0.75346285,0.12853552,0.34098896,0.28621438,AH17D111
0.22243637,0.77625936,0.50620055,0.47694537,0.89230126,0.8400346,0.7877128,0.65521485,0.96382946,0.7688826,0.15873808,0.7587791,0.7626122,0.13119502,0.3455468,0.2863155,AH20G033
0.22852959,0.7980295,0.52125305,0.48648924,0.9198439,0.8637083,0.8087042,0.6743891,0.9904941,0.789801,0.16024743,0.78055227,0.78235483,0.1341105,0.3563603,0.29512882,CPO135
0.22109868,0.7817105,0.507622,0.4821865,0.89615726,0.84642416,0.7948873,0.6612196,0.9687392,0.77620834,0.16012748,0.7650052,0.76545894,0.13310598,0.3463244,0.286405,AH17A049
0.21931714,0.77011293,0.50150526,0.47390231,0.8844715,0.8333457,0.7829612,0.6512065,0.95630485,0.7638644,0.15848176,0.7524665,0.755855,0.12983942,0.34168923,0.28374097,AH17A029
0.22284739,0.78652364,0.51121795,0.48431763,0.90121657,0.85189456,0.80040807,0.6653043,0.9747505,0.7811951,0.16069905,0.76956403,0.76996607,0.13353029,0.34915447,0.28839013,AH17B052
0.22834468,0.79544973,0.519043,0.48808986,0.9134844,0.861012,0.80820674,0.67226607,0.98644507,0.788782,0.16101179,0.77864707,0.78175396,0.13429023,0.35514814,0.2924392,AH17B006
0.21682729,0.7625472,0.49564153,0.46900117,0.8761237,0.82526505,0.7760479,0.6419437,0.9492776,0.7545957,0.15778434,0.74534965,0.7488361,0.12864196,0.33959633,0.28398174,AH19I029
0.2218479,0.7826034,0.50909716,0.48109084,0.8978112,0.8470008,0.7959037,0.6613141,0.9709738,0.77638286,0.16037,0.76465,0.766479,0.13164987,0.347448,0.28790802,AH17E038
0.21999148,0.7713157,0.5023091,0.47358504,0.8857387,0.83365613,0.7830387,0.6506766,0.9567416,0.7638937,0.15789942,0.7521836,0.7564435,0.13022219,0.34299996,0.28412753,AH17E011
0.21790217,0.7670129,0.49876335,0.4721594,0.8809743,0.8302973,0.77961206,0.648235,0.95242476,0.7604618,0.15810008,0.749356,0.751898,0.12884171,0.33913726,0.28315002,AH17E015
0.22139044,0.7745375,0.50530994,0.47418416,0.8922563,0.8384909,0.7853484,0.65395707,0.962788,0.76666737,0.15829353,0.75657034,0.75998,0.12981457,0.3449343,0.28709322,AH17D106
0.21976928,0.76522315,0.4986986,0.47094277,0.8806645,0.82853234,0.7757385,0.6458913,0.9518552,0.75684524,0.1577889,0.74778384,0.75253433,0.12843889,0.34003615,0.28380072,AH17B001
0.2162674,0.7618415,0.49510238,0.4697035,0.8746695,0.82514685,0.7743699,0.6436258,0.9465527,0.7553123,0.1575564,0.7450721,0.7466309,0.12835231,0.33789018,0.28146017,AH17E032
0.22058897,0.7744892,0.50442,0.47486776,0.8906631,0.83811057,0.7859582,0.65432286,0.9616406,0.76711226,0.15813898,0.75685763,0.75879246,0.13054419,0.34395355,0.28606778,AH17A041
0.22109179,0.77614677,0.5052421,0.47734135,0.8904553,0.83966583,0.7898532,0.6546964,0.96325773,0.76931196,0.1593881,0.7581839,0.7612428,0.13133793,0.34538844,0.2860145,AH17D094
0.22124244,0.77315676,0.50420034,0.47554386,0.8890358,0.8365606,0.78512514,0.6533192,0.9602857,0.765948,0.15877335,0.7554246,0.75986725,0.13016137,0.3436558,0.28523842,AH17B009
0.21992438,0.768684,0.50144464,0.4727171,0.8840487,0.8315632,0.7807587,0.6487834,0.954895,0.76093054,0.15816657,0.7500529,0.75536174,0.1289408,0.34176522,0.28398937,AH18L045
0.22944142,0.8013019,0.5234579,0.49058127,0.9201321,0.86717385,0.81505674,0.6766391,0.99332803,0.7953419,0.16186069,0.78373593,0.7869326,0.13589387,0.3584659,0.29402363,AH17A043
0.22683294,0.791876,0.51671714,0.48719108,0.9095909,0.85768193,0.80443215,0.67055726,0.98338336,0.78576636,0.16157855,0.77590096,0.7785489,0.13268393,0.3530834,0.29153606,AH21G049
0.21872212,0.77235466,0.5016054,0.47530955,0.8859438,0.8357692,0.7852635,0.6527303,0.95762944,0.7659155,0.15857792,0.75461423,0.755822,0.1307651,0.34201247,0.2837226,AH17E043
0.22174202,0.77574605,0.5055428,0.47702658,0.8907072,0.83926594,0.7885134,0.65410626,0.9622874,0.7681609,0.15877067,0.75711566,0.7608128,0.13043433,0.34542963,0.28589296,AH17H008
0.22871551,0.79784906,0.5214162,0.48946086,0.9157621,0.86314964,0.8120809,0.6739487,0.98915416,0.7919843,0.16167729,0.77966547,0.78424674,0.1353702,0.357033,0.2927479,AH17F006
0.22160213,0.7723179,0.5041297,0.47444615,0.8882447,0.83542275,0.78390545,0.6515769,0.9594365,0.76483226,0.15856566,0.7537612,0.7588311,0.12926802,0.34410805,0.28538346,AH17E034
0.2244026,0.7880393,0.5132165,0.4844787,0.90384305,0.85364276,0.8028543,0.6653503,0.9785358,0.7822902,0.16097502,0.7717475,0.77374536,0.13437031,0.35194284,0.2903196,AH17A046
0.22762671,0.7936378,0.5184893,0.4881053,0.91128945,0.85889906,0.80728316,0.6707327,0.9842307,0.7876369,0.16166641,0.7760329,0.7798118,0.13326396,0.35415033,0.29127494,AH19J057
0.2283222,0.7905774,0.51680905,0.48571622,0.9089388,0.8561074,0.80267334,0.66769236,0.9813825,0.7830309,0.16097976,0.7739162,0.7784866,0.13224345,0.35317275,0.29161215,AH20K003
0.22060987,0.772912,0.50388175,0.47522536,0.88774836,0.83599937,0.78528184,0.6525352,0.9594178,0.7661122,0.15843925,0.7547547,0.7585328,0.13092326,0.343695,0.28451633,AH17C024
0.22110255,0.7727646,0.5039531,0.47485584,0.88819396,0.8360226,0.7849432,0.6523987,0.9596367,0.76550317,0.15842715,0.7545548,0.75901014,0.13010393,0.34377912,0.2852093,AH17A030
0.22735909,0.7972137,0.5193142,0.49016687,0.9141518,0.86246365,0.81067926,0.6740091,0.98691136,0.7912685,0.16179942,0.77966744,0.7813342,0.13449967,0.35478407,0.29171807,CPO383
0.2223596,0.77817667,0.50784945,0.47836462,0.8938649,0.8417945,0.79113674,0.65698487,0.9659567,0.77174705,0.15924795,0.7598743,0.764388,0.13204336,0.34675187,0.28621668,AH20G046
0.21635522,0.75522995,0.49222225,0.46599272,0.8699291,0.8179816,0.7656814,0.6391656,0.94097304,0.7482844,0.15648721,0.73968613,0.742478,0.12563856,0.33404595,0.2803029,AH17E026
0.22255117,0.77816284,0.5078732,0.47833782,0.89391696,0.8419651,0.7909069,0.6571082,0.96596813,0.77159715,0.15945022,0.7600713,0.76397127,0.13129528,0.3462307,0.28629988,AH20C074
0.21668291,0.76556116,0.4973958,0.47189024,0.87804985,0.8285305,0.7784294,0.6469705,0.9494346,0.7598851,0.15757446,0.7478156,0.749261,0.129452,0.33903432,0.2813165,AH21G058
0.21724276,0.7670734,0.49830565,0.47277138,0.88067716,0.83116186,0.779635,0.6487058,0.9522909,0.76061314,0.15825917,0.750294,0.7515815,0.12967475,0.3392791,0.28277346,AH17B039
0.21712944,0.757002,0.49355873,0.46684167,0.87171847,0.8198308,0.7674229,0.63951087,0.94234526,0.7496635,0.15660287,0.74045163,0.7442003,0.1264406,0.3353385,0.28074062,AH17B021
0.21807398,0.7696628,0.4995384,0.47430098,0.88310635,0.83327657,0.7822161,0.65091,0.9543297,0.76325786,0.15824524,0.7524646,0.7533417,0.12985644,0.3399902,0.2831317,AH17A012
0.21836646,0.76459545,0.4977769,0.47208288,0.8775069,0.82804435,0.7785823,0.6458231,0.94980633,0.75697553,0.15869507,0.74729025,0.7508571,0.1288352,0.33805412,0.2821675,AH17A077
0.21891423,0.77066064,0.5017711,0.4752719,0.8851641,0.83549523,0.78514344,0.65130043,0.9583456,0.76508194,0.15916514,0.75480944,0.7566332,0.13079573,0.3426833,0.28461418,AH20F005
0.2226064,0.7771854,0.5072109,0.4768761,0.8930972,0.8402923,0.7889088,0.65549195,0.9645811,0.7697633,0.15891778,0.7582245,0.7628839,0.1304396,0.34622005,0.28668123,AH17F003
0.21955624,0.7675518,0.50068265,0.47217894,0.88240707,0.8308839,0.7794718,0.6477158,0.95459545,0.76028097,0.15789223,0.75004977,0.75383854,0.12864575,0.34202254,0.28442386,AH17B070
0.22769275,0.79211915,0.51786894,0.48679948,0.9109671,0.85778356,0.8053868,0.6702211,0.98401093,0.78526235,0.16189444,0.7757624,0.7796326,0.1313052,0.35345554,0.29241055,AH16L024
0.22825661,0.79341745,0.518331,0.48738095,0.91174084,0.8589574,0.806083,0.67076874,0.9844693,0.78656226,0.16127959,0.77681506,0.780742,0.13301954,0.35474616,0.29223388,AH21B072
0.22123188,0.7734584,0.50426793,0.47470292,0.8883568,0.8358583,0.78527576,0.65171826,0.9597288,0.7653315,0.158454,0.753963,0.75925165,0.12994638,0.34463212,0.28553185,AH20H031
0.21926184,0.7719358,0.5018225,0.47517678,0.88614166,0.83553106,0.7843606,0.6526126,0.95742136,0.76529086,0.158772,0.7545057,0.75594085,0.12934755,0.34152126,0.28441858,AH17E179
0.2212349,0.7776634,0.504498,0.47874987,0.8918565,0.84232223,0.79246557,0.65491205,0.96677524,0.7703923,0.15960324,0.7620827,0.7635521,0.13240406,0.34632677,0.28870058,AH19D082
0.2286663,0.79536706,0.5197617,0.48869634,0.91432625,0.8619679,0.80925953,0.6733928,0.9882843,0.7889005,0.16200796,0.7799399,0.78354543,0.13390748,0.35584313,0.29319042,AH21D054
0.21876527,0.77140987,0.5013551,0.47583994,0.8852107,0.83535844,0.78444886,0.6523195,0.9570467,0.76560026,0.15868829,0.7541334,0.7553687,0.1301999,0.3414758,0.28359303,AH17D053
0.22217602,0.7722956,0.50382614,0.4741478,0.8877965,0.83571047,0.78384465,0.6506243,0.95980614,0.7639137,0.15843727,0.754084,0.7590521,0.12927411,0.34415254,0.28617585,AH17B014
0.21734218,0.7667616,0.49795675,0.4712777,0.8799949,0.829175,0.7787195,0.6466328,0.9509826,0.75969124,0.15773876,0.74869794,0.75051546,0.12928307,0.33982077,0.2825294,AH17E086
0.22203687,0.7763675,0.5061747,0.47728378,0.89152116,0.8398159,0.7887275,0.655483,0.9634412,0.76950365,0.15879893,0.7583738,0.7620829,0.13108532,0.3455993,0.28576136,AH16L005
0.21898374,0.7653859,0.49835503,0.47265607,0.8787224,0.8289235,0.7793001,0.6460383,0.95057243,0.75717723,0.15868448,0.7478938,0.7516511,0.1284931,0.33829808,0.28279483,AH17C002
0.22296922,0.78239214,0.50976694,0.47960877,0.8992811,0.84638643,0.7942834,0.6607449,0.97046494,0.7754035,0.15927954,0.76413906,0.76657367,0.13234682,0.34808612,0.28800902,AH17B067
0.2188221,0.7672009,0.50029886,0.47362983,0.8816282,0.83052653,0.77973163,0.649786,0.95367926,0.7612538,0.15847243,0.75087094,0.7533262,0.12804405,0.33998477,0.28269517,AH17D115
0.21739037,0.76459944,0.49752286,0.4720741,0.87857443,0.82918525,0.7793913,0.6456527,0.9520576,0.7587792,0.15840057,0.7494877,0.7516336,0.13035843,0.34027636,0.28336924,ALF22B006
0.21539626,0.7599751,0.4939656,0.46853197,0.87246615,0.8229921,0.7721849,0.64306146,0.94491243,0.7534471,0.1575843,0.74306583,0.74510854,0.12741335,0.33604228,0.28106123,CPO184
0.22155792,0.771707,0.50345707,0.47372466,0.8873118,0.8345069,0.7827299,0.6509422,0.9585912,0.7636591,0.15822898,0.7533686,0.75802183,0.12934284,0.3431944,0.28540692,AH17B049
